# Time-averaged data for fix out
# TimeStep v_depth v_force v_forcePermeter
121000 24.7475 -69.6749 -0.0057862
122000 24.2475 -69.0012 -0.00573025
123000 23.7475 -70.5018 -0.00585487
124000 23.2475 -70.5611 -0.0058598
125000 22.7475 -70.0016 -0.00581333
126000 22.2475 -69.7031 -0.00578855
127000 21.7475 -69.6098 -0.0057808
128000 21.2475 -73.5987 -0.00611206
129000 20.7475 -71.1884 -0.00591189
130000 20.2475 -67.1638 -0.00557766
131000 19.7475 -72.0066 -0.00597984
132000 19.2475 -70.4251 -0.0058485
133000 18.7475 -68.2124 -0.00566475
134000 18.2475 -70.3103 -0.00583897
135000 17.7475 -65.9963 -0.00548071
136000 17.2475 -67.0795 -0.00557066
137000 16.7475 -70.2952 -0.00583771
138000 16.2475 -64.2719 -0.00533751
139000 15.7475 -69.3509 -0.00575929
140000 15.2475 -67.2947 -0.00558853
141000 14.7475 -65.3468 -0.00542677
142000 14.2475 -70.653 -0.00586743
143000 13.7475 -67.8239 -0.00563248
144000 13.2475 -64.8889 -0.00538875
145000 12.7475 -66.4466 -0.00551811
146000 12.2475 -66.084 -0.00548799
147000 11.7475 -64.3124 -0.00534087
148000 11.2475 -67.3249 -0.00559104
149000 10.7475 -62.4297 -0.00518452
150000 10.2475 -66.6577 -0.00553564
151000 9.7475 -64.5227 -0.00535834
152000 9.2475 -63.4307 -0.00526765
153000 8.7475 -63.1147 -0.00524141
154000 8.2475 -64.6014 -0.00536487
155000 7.7475 -61.6988 -0.00512382
156000 7.2475 -64.4694 -0.00535391
157000 6.7475 -63.4915 -0.00527269
158000 6.2475 -61.4917 -0.00510662
159000 5.7475 -60.5242 -0.00502627
160000 5.2475 -59.8546 -0.00497067
161000 4.7475 -59.4824 -0.00493976
162000 4.2475 -58.9677 -0.00489701
163000 3.7475 -59.473 -0.00493898
164000 3.2475 -57.475 -0.00477305
165000 2.7475 -57.9659 -0.00481382
166000 2.2475 -60.3256 -0.00500978
167000 1.7475 -54.2606 -0.00450611
168000 1.2475 -58.4772 -0.00485628
169000 0.7475 -57.7004 -0.00479177
170000 0.2475 -56.8146 -0.00471821
171000 -0.2525 -55.1792 -0.0045824
172000 -0.7525 -55.5471 -0.00461295
173000 -1.2525 -55.0952 -0.00457542
174000 -1.7525 -54.1176 -0.00449423
175000 -2.2525 -55.1701 -0.00458164
176000 -2.7525 -52.7653 -0.00438193
177000 -3.2525 -52.9645 -0.00439848
178000 -3.7525 -55.2557 -0.00458875
179000 -4.2525 -49.184 -0.00408452
180000 -4.7525 -50.3914 -0.00418479
181000 -5.2525 -52.6186 -0.00436975
182000 -5.7525 -51.5339 -0.00427967
183000 -6.2525 -50.862 -0.00422387
184000 -6.7525 -49.0162 -0.00407059
185000 -7.2525 -51.4283 -0.0042709
186000 -7.7525 -48.4927 -0.00402711
187000 -8.2525 -49.5256 -0.00411289
188000 -8.7525 -48.6669 -0.00404158
189000 -9.2525 -47.8119 -0.00397057
190000 -9.7525 -47.342 -0.00393155
191000 -10.2525 -46.1282 -0.00383075
192000 -10.7525 -47.413 -0.00393744
193000 -11.2525 -47.0793 -0.00390974
194000 -11.7525 -44.0599 -0.00365899
195000 -12.2525 -46.7412 -0.00388166
196000 -12.7525 -46.848 -0.00389052
197000 -13.2525 -44.7492 -0.00371623
198000 -13.7525 -43.1089 -0.00358001
199000 -14.2525 -44.3334 -0.0036817
200000 -14.7525 -44.4981 -0.00369538
201000 -15.2525 -41.1485 -0.0034172
202000 -15.7525 -44.3829 -0.00368581
203000 -16.2525 -41.7551 -0.00346758
204000 -16.7525 -43.6007 -0.00362085
205000 -17.2525 -42.6536 -0.0035422
206000 -17.7525 -41.8787 -0.00347785
207000 -18.2525 -40.8803 -0.00339494
208000 -18.7525 -42.1135 -0.00349735
209000 -19.2525 -40.1485 -0.00333416
210000 -19.7525 -38.8266 -0.00322439
211000 -20.2525 -40.3408 -0.00335013
212000 -20.7525 -39.2358 -0.00325837
213000 -21.2525 -38.829 -0.00322458
214000 -21.7525 -37.9268 -0.00314966
215000 -22.2525 -39.4755 -0.00327827
216000 -22.7525 -36.6056 -0.00303994
217000 -23.2525 -35.4604 -0.00294483
218000 -23.7525 -36.2001 -0.00300626
219000 -24.2525 -35.1874 -0.00292217
220000 -24.7525 -34.4983 -0.00286494
221000 -25.2525 -34.1384 -0.00283505
222000 -25.7525 -33.555 -0.0027866
223000 -26.2525 -35.5772 -0.00295454
224000 -26.7525 -31.2795 -0.00259763
225000 -27.2525 -31.4809 -0.00261435
226000 -27.7525 -33.8557 -0.00281157
227000 -28.2525 -33.1337 -0.00275161
228000 -28.7525 -31.5044 -0.00261631
229000 -29.2525 -30.37 -0.0025221
230000 -29.7525 -32.5187 -0.00270054
231000 -30.2525 -30.4947 -0.00253246
232000 -30.7525 -29.0443 -0.00241201
233000 -31.2525 -31.8132 -0.00264195
234000 -31.7525 -30.5266 -0.0025351
235000 -32.2525 -31.799 -0.00264077
236000 -32.7525 -29.4005 -0.00244158
237000 -33.2525 -27.9913 -0.00232456
238000 -33.7525 -31.7373 -0.00263564
239000 -34.2525 -30.5092 -0.00253366
240000 -34.7525 -27.0844 -0.00224924
241000 -35.2525 -29.1062 -0.00241715
242000 -35.7525 -28.7449 -0.00238714
243000 -36.2525 -28.7398 -0.00238672
244000 -36.7525 -29.0433 -0.00241192
245000 -37.2525 -27.5707 -0.00228963
246000 -37.7525 -28.3174 -0.00235164
247000 -38.2525 -26.1275 -0.00216977
248000 -38.7525 -29.4122 -0.00244256
249000 -39.2525 -25.796 -0.00214225
250000 -39.7525 -27.9013 -0.00231708
